1,20230206,TWC,SWL,8BT
1,20230206,DIH,PBR,AAB
1,20230206,HHS,CDC,CDX
1,20230206,DSV,SSS,SHR
1,20230206,ADB,CFB,IBX
1,20230206,CRA,JMF,JUP
1,20230206,DTP,CPO,ANC
1,20230206,BOC,KNR,GPA
1,20230206,PYC,RTR,HND
1,20230206,PGN,TBT,T4B
1,20230206,SKP,PKT,COP
1,20230206,SCN,ETB,TDN
1,20230206,TTT,NMC,TWP
1,20230206,RMS,NLT,OLF
1,20230206,LAS,SHK,WAT
2,20230213,SHK,PGN,8BT
2,20230213,CPO,DSV,AAB
2,20230213,SSS,PYC,CDX
2,20230213,CDC,DIH,SHR
2,20230213,RTR,LAS,IBX
2,20230213,NMC,DTP,JUP
2,20230213,PBR,CRA,ANC
2,20230213,PKT,TWC,GPA
2,20230213,CFB,HHS,HND
2,20230213,NLT,BOC,T4B
2,20230213,JMF,SKP,BSS
2,20230213,SWL,ADB,ADM
2,20230213,TBT,SCN,GPA
2,20230213,ETB,RMS,RAY
2,20230213,KNR,TTT,STN
3,20230220,ETB,SWL,8BT
3,20230220,SCN,PBR,AAB
3,20230220,ADB,CDC,CDX
3,20230220,TTT,SSS,SHR
3,20230220,TWC,CFB,IBX
3,20230220,HHS,JMF,JUP
3,20230220,BOC,CPO,ANC
3,20230220,LAS,KNR,GPA
3,20230220,DTP,RTR,HND
3,20230220,CRA,TBT,T4B
3,20230220,DIH,PKT,COP
3,20230220,SKP,NMC,TWP
3,20230220,DSV,NLT,OLF
3,20230220,PYC,SHK,WAT
3,20230220,PGN,RMS,RAY
4,20230227,RTR,PGN,8BT
4,20230227,KNR,DSV,AAB
4,20230227,CDC,PYC,CDX
4,20230227,JMF,DIH,SHR
4,20230227,RMS,LAS,IBX
4,20230227,SSS,DTP,JUP
4,20230227,SKP,CRA,ANC
4,20230227,PBR,TWC,GPA
4,20230227,SWL,HHS,HND
4,20230227,SHK,BOC,T4B
4,20230227,TBT,ADB,ADM
4,20230227,CFB,ETB,TDN
4,20230227,PKT,SCN,GPA
4,20230227,CPO,NMC,TWP
4,20230227,NLT,TTT,STN
5,20230306,TBT,SWL,8BT
5,20230306,CDC,PBR,AAB
5,20230306,DSV,PYC,CDX
5,20230306,RMS,SSS,SHR
5,20230306,SCN,CFB,IBX
5,20230306,TWC,JMF,JUP
5,20230306,HHS,CPO,ANC
5,20230306,DTP,KNR,GPA
5,20230306,TTT,RTR,HND
5,20230306,PGN,BOC,T4B
5,20230306,CRA,PKT,COP
5,20230306,ADB,SKP,BSS
5,20230306,DIH,ETB,TDN
5,20230306,LAS,NLT,OLF
5,20230306,NMC,SHK,WAT
6,20230313,NMC,PGN,8BT
6,20230313,SHK,DSV,AAB
6,20230313,CRA,CDC,CDX
6,20230313,HHS,DIH,SHR
6,20230313,SWL,LAS,IBX
6,20230313,NLT,DTP,JUP
6,20230313,PYC,CPO,ANC
6,20230313,ETB,TWC,GPA
6,20230313,SSS,RTR,HND
6,20230313,PKT,TBT,T4B
6,20230313,CFB,SKP,BSS
6,20230313,PBR,ADB,ADM
6,20230313,JMF,SCN,GPA
6,20230313,KNR,RMS,RAY
6,20230313,BOC,TTT,STN
S,20230320,CRA,CPO,ANC
7,20230327,JMF,SWL,8BT
7,20230327,CFB,PBR,AAB
7,20230327,RMS,PYC,CDX
7,20230327,CPO,SSS,SHR
7,20230327,DSV,LAS,IBX
7,20230327,PGN,DTP,JUP
7,20230327,DIH,CRA,ANC
7,20230327,RTR,KNR,GPA
7,20230327,TWC,HHS,HND
7,20230327,SKP,TBT,T4B
7,20230327,ADB,PKT,COP
7,20230327,CDC,ETB,TDN
7,20230327,NLT,SCN,GPA
7,20230327,BOC,NMC,TWP
7,20230327,TTT,SHK,WAT
8,20230403,CPO,PGN,8BT
8,20230403,DTP,DSV,AAB
8,20230403,PKT,CDC,CDX
8,20230403,SCN,DIH,SHR
8,20230403,TBT,CFB,IBX
8,20230403,PBR,JMF,JUP
8,20230403,SWL,CRA,ANC
8,20230403,SSS,TWC,GPA
8,20230403,NMC,RTR,HND
8,20230403,LAS,BOC,T4B
8,20230403,HHS,SKP,BSS
8,20230403,ETB,ADB,ADM
8,20230403,KNR,NLT,OLF
8,20230403,SHK,RMS,RAY
8,20230403,PYC,TTT,STN
9,20230410,PBR,SWL,8BT
9,20230410,RTR,DSV,AAB
9,20230410,NLT,PYC,CDX
9,20230410,SHK,SSS,SHR
9,20230410,CRA,CFB,IBX
9,20230410,BOC,DTP,JUP
9,20230410,LAS,CPO,ANC
9,20230410,SKP,TWC,GPA
9,20230410,PGN,HHS,HND
9,20230410,JMF,TBT,T4B
9,20230410,DIH,ADB,ADM
9,20230410,PKT,ETB,TDN
9,20230410,CDC,SCN,GPA
9,20230410,KNR,NMC,TWP
9,20230410,RMS,TTT,STN
10,20230417,TTT,PGN,8BT
10,20230417,TBT,PBR,AAB
10,20230417,TWC,CDC,CDX
10,20230417,CFB,DIH,SHR
10,20230417,SSS,LAS,IBX
10,20230417,RTR,JMF,JUP
10,20230417,SCN,CRA,ANC
10,20230417,PYC,KNR,GPA
10,20230417,ADB,HHS,HND
10,20230417,DSV,BOC,T4B
10,20230417,SWL,PKT,COP
10,20230417,ETB,SKP,BSS
10,20230417,CPO,NLT,OLF
10,20230417,DTP,SHK,WAT
10,20230417,NMC,RMS,RAY
11,20230424,SCN,DTP,JUP
11,20230424,ADB,KNR,GPA
11,20230424,SKP,SSS,SHR
11,20230424,DSV,PBR,AAB
11,20230424,LAS,PKT,COP
11,20230424,PGN,TWC,GPA
12,20230501,SCN,SKP,BSS
12,20230501,ADB,PGN,8BT
12,20230501,PBR,CRA,ANC
12,20230501,PKT,NLT,OLF
12,20230501,SSS,TWC,GPA
12,20230501,KNR,DTP,JUP
13,20230508,SCN,ADB,ADM
13,20230508,PBR,NLT,OLF
13,20230508,DTP,TWC,GPA
14,20230515,DTP,NLT,SHR
14,20230515,PBR,TWC,SHR
